PlayCode,shortTitlenoArticle,shortTitle,Genre,Author,AuthorTitlePage,GeneralTitlePageAuthor,InternalTitlePageAuthor,TitlePageTitle,GeneralTitlePageTitle,InternalTitlePageTitle,Printer,Publisher,Bookseller,TitlePageImprint,GeneralTitlePageImprint,InternalTitlePageImprint,TitlePagePublicationStatement,GeneralTitlePagePublicationStatement,InternalTitlePagePublicationStatement,PubPlace,UncertainPrintingDate,TitlePagePrintingDate,UncertainPerformDate,performDate,performDateQualified,CompanyFirstProduction,TitlePageCompany,Adult/Boy,TitlePageTheater,TitlePagePerformanceStatement,GeneralTitlePagePerformanceStatement,InternalTitlePagePerformanceStatement,Format,CollectionItem,CollectionDetails,paratextualMaterials,STC/Wing,ESTCNo,ESTCNo-URL,WigginsNo,DEEPNo,DEEPNo-URL,GregNo,ReelNo,TCPID,HoldingRepository,HoldingRepository-URL,Facsimiles,Other Editions,Folger Record URL,Hamnet Bib Id,SHC,printingDate,TCPTranscriptionStatus
2AntMel,"Antonio's Revenge (Antonio and Mellida, 2)","Antonio's Revenge (Antonio and Mellida, 2)",Tragedies,John Marston (Uncertain: No)|,I. M.,,,ANTONIOS Reuenge. The Second part.,,,Richard Bradock (Uncertain: No)|,Thomas Fisher (Uncertain: No)|,,"LONDON Printed for Thomas Fisher, and are to be soulde in Saint Dunstans Church-yarde. 1602.",,,,,,London,No,1602,Yes,1600,[1600–1601],Children of Paul's (second),Children of Paul's (second),Boy Company,,"As it hath beene sundry times acted, by the children of Paules.",,,quarto,No,,EXPLICIT: Antonij vindictæ. FINIS. [K4v],STC 17474,S112254,http://estc.bl.uk/S112254,1271,326,http://deep.sas.upenn.edu/326,185a,STC / 894:15,A07064,Folger,http://hamnet.folger.edu/cgi-bin/Pwebrecon.cgi?BBID=164338,,,http://hamnet.folger.edu/cgi-bin/Pwebrecon.cgi?BBID=164338,164338,160-A07064,1602,Phase 1
DC,"Dutch Courtesan (Cockle de Moye), The",The Dutch Courtesan (Cockle de Moye),Comedies,John Marston (Uncertain: No)|,IOHN MARSTON.,,,THE Dutch Courtezan.,,,Thomas Purfoot 1 (Uncertain: No)|,John Hodgets (Uncertain: No)|,,"AT LONDON, Printed by T. P. for Iohn Hodgets, and are to be sould at his shop in Paules Church-yard. 1605.",,,,,,London,No,1605,Yes,1605,[1603–1605],Children of the Queen's Revels,Children of the Queen's Revels,Boy Company,Blackfriars,"AS IT VVAS PLAYD IN THE Blacke-Friars, by the Children of her Maiesties Reuels.",,,quarto,No,,"ARGUMENT: ""Fabule argumentum"" [A2r] CHARACTER LIST: ""Dramatis personæ"" [A2v]",STC 17475,S112255,http://estc.bl.uk/S112255,1434,391,http://deep.sas.upenn.edu/391,214a,STC / 894:16,A07065,Folger,http://hamnet.folger.edu/cgi-bin/Pwebrecon.cgi?BBID=164339,,,http://hamnet.folger.edu/cgi-bin/Pwebrecon.cgi?BBID=164339,164339,160-A07065,1605,Phase 2
Malc,"Malcontent, The",The Malcontent,Tragicomedies,John Marston (Uncertain: No)|,Iohn Marston.,,,THE MALCONTENT.,,,Valentine Simmes (Uncertain: No)|,William Aspley (Uncertain: No)|,,"1604. Printed at London by V. S. for William Aspley, and are to be solde at his shop in Paules Church-yard.",,,,,,London,No,1604,Yes,1604,[1602–1604],Children of the Queen's Revels,,Adult Company|Boy Company,,,,,quarto,No,,"DEDICATION: Dedication to: Ben Jonson (poet and playwright); from: John Marston [A3r] TO THE READER: ""To the Reader"" signed ""I. M."" (John Marston) [A3v] CHARACTER LIST: ""Dramatis personæ"" [A4v]",STC 17479,S112286,http://estc.bl.uk/S112286,1391,359,http://deep.sas.upenn.edu/359,203a,STC / 894:20,A07071,Folger,http://hamnet.folger.edu/cgi-bin/Pwebrecon.cgi?BBID=164354,Folger STC 17479 Copy 1 (not transcribed copy),,http://hamnet.folger.edu/cgi-bin/Pwebrecon.cgi?BBID=164354,164354,160-A07071,1604,Phase 1
Parasit,"Parasitaster, or The Fawn","Parasitaster, or The Fawn",Comedies,John Marston (Uncertain: No)|,IOHN MARSTON.,,,"PARASITASTER, OR THE FAVVNE,",,,Thomas Purfoot 2 (Uncertain: No)|,William Cotton (Uncertain: No)|,,AT LONDON Printed by T. P. for VV. C. 1606.,,,,,,London,No,1606,No,1604,1604,Children of the Queen's Revels,Children of the Queen's Revels|Children of Paul's (second),Boy Company,Blackfriars|Paul's,"AS IT HATH BEEN DIVERS TIMES PREsented at the blacke Friars, by the Children of the Queenes Maiesties Reuels, and since at Powles.",,,quarto,No,,"TO THE READER: ""To my equall Reader"" signed ""Io: Marston"" [A2r] CHARACTER LIST: ""Interlocutores"" [A3v]",STC 17484,S109899,http://estc.bl.uk/S109899,1455,427,http://deep.sas.upenn.edu/427,230b,STC / 895:03,A07077,Folger,http://hamnet.folger.edu/cgi-bin/Pwebrecon.cgi?BBID=163584,Boston Public Library G.3974.6 (not transcribed copy),,http://hamnet.folger.edu/cgi-bin/Pwebrecon.cgi?BBID=163584,163584,160-A07077,1606,Phase 1
FL,"Family of Love, The",The Family of Love,Comedies,Thomas Middleton (Uncertain: Yes)|,,,,THE FAMELIE OF LOVE.,,,Richard Bradock (Uncertain: No)|,John Helme (Uncertain: No)|,,"At London Printed for Iohn Helmes, and are to be sold in Saint Dunstans Churchyard in Fleetstreet. 1608.",,,,,,London,No,1608,Yes,1608,[c.1603–1607],Admiral's (Nottingham's) Men,Children of the King's Revels,Boy Company,,,,,quarto,No,,"TO THE READER: ""To the Reader"" [A2r] CHARACTER LIST: ""Actorum Nomina"" [A2r]",STC 17879,S112570,http://estc.bl.uk/S112570,1529,509,http://deep.sas.upenn.edu/509,263a,STC / 966:17,A07495,Huntington,http://catalog.huntington.org/record=b1501894,,,,,160-A07495,1608,Phase 1
MWMM,"Mad World, My Masters","A Mad World, My Masters",Comedies,Thomas Middleton (Uncertain: No)|,T. M.,,,"A MAD VVORLD, MY MASTERS.",,,Henry Ballard (Uncertain: No)| Nicholas Okes (Uncertain: No)|,Walter Burre (Uncertain: No)|,,"LONDON, Printed by H. B. for WALTER BVRRE, and are to be sold in Paules Church-yard, at the signe of the Crane. 1608.",,,,,,London,No,1608,Yes,1605,[1604–1607],Children of Paul's (second),Children of Paul's (second),Boy Company,,As it hath bin lately in Action by the Children of Paules.,,,quarto,No,,,STC 17888,S112578,http://estc.bl.uk/S112578,1479,530,http://deep.sas.upenn.edu/530,276a,STC / 966:18,A07504,Huntington,http://catalog.huntington.org/record=b1501898,Boston Public Library G.3974.46 (not transcribed copy),,http://hamnet.folger.edu/cgi-bin/Pwebrecon.cgi?BBID=164516,164516,160-A07504,1608,Phase 1
MT,Michaelmas Term,Michaelmas Term,Comedies,Thomas Middleton (Uncertain: No)|,,,,MICHAELMAS Terme.,,,Edward Allde (Uncertain: No)| Thomas Purfoot 2 (Uncertain: No)|,Arthur Johnson (Uncertain: No)|,,"AT LONDON, Printed for A. I. and are to be sould at the signe of the white horse in Paules Churchyard. An. 1607.",,,,,,London,No,1607,Yes,1604,[1604–1606],Children of Paul's (second),Children of Paul's (second),Boy Company,,AS IT HATH BEEN SVNdry times acted by the Children of Paules.,,,quarto,No,,,STC 17890,S112589,http://estc.bl.uk/S112589,1444,466,http://deep.sas.upenn.edu/466,244a,STC / 966:19,A07505,Huntington,http://catalog.huntington.org/record=b1501900,Boston Public Library G.3974.49 (not transcribed copy),,http://hamnet.folger.edu/cgi-bin/Pwebrecon.cgi?BBID=164521,164521,160-A07505,1607,Phase 1
TCOO,Trick to Catch the Old One,A Trick to Catch the Old One,Comedies,Thomas Middleton (Uncertain: No)|,,,,A Trick to catch the Old-one,,,George Eld (Uncertain: No)|,,,"AT LONDON Printed by George Eld, and are to be sold at his house in Fleete-lane at the signe of the Printers-Presse. 1608.",,,,,,London,No,1608,No,1605,1605,Children of Paul's (second),Children of Paul's (second),Boy Company,,"As it hath beene lately Acted, by the Children of Paules.",,,quarto,No,,,STC 17896,S120698,http://estc.bl.uk/S120698,1467,506,http://deep.sas.upenn.edu/506,262a(i),STC / 996:11,A07511,Bodleian,http://solo.bodleian.ox.ac.uk/OXVU1:LSCOP_OX:oxfaleph014354066,,,,,160-A07511,1608,Phase 1
CupWhi,Cupid's Whirligig,Cupid's Whirligig,Comedies,Edward Sharpham (Uncertain: No)|,,,,CVPIDS VVhirligig.,,,Edward Allde (Uncertain: No)|,Arthur Johnson (Uncertain: No)|,,"LONDON. Imprinted by E. Allde, and are to bee solde by Arthur Iohnson, at the signe of the white Horse, nere the great North doore of Saint Paules Church. 1607.",,,,,,London,No,1607,No,1607,1607,Children of the King's Revels,Children of the King's Revels,Boy Company,,As it hath bene sundry times Acted by the Children of the Kings Majesties Reuels.,,,quarto,No,,"DEDICATION: Epistle to: Robert Hayman (colonist and poet); from: Edward Sharpham [A2r] CHARACTER LIST: ""The Actors names"" [A1v]",STC 22380,S117216,http://estc.bl.uk/S117216,1527,478,http://deep.sas.upenn.edu/478,247a,STC / 723:24,A12074,Huntington,http://catalog.huntington.org/record=b1503325,,,http://hamnet.folger.edu/cgi-bin/Pwebrecon.cgi?BBID=166864,166864,160-A12074,1607,Phase 1
Fleer,"Fleer, The",The Fleer,Comedies,Edward Sharpham (Uncertain: No)|,"Edward Sharpham of the Middle Temple, Gentleman.",,,THE FLEIRE.,,,Edward Allde (Uncertain: No)|,Francis Burton (Uncertain: No)|,,"AT LONDON, Printed and are to be solde by F. B. in Paules-Church-yard, at the signe of the Flower de Lnce and the Crowne. 1607.",,,,,,London,No,1607,No,1607,1607,Children of the Queen's Revels,Children of the Queen's Revels,Boy Company,Blackfriars,As it hath beene often played in the Blacke-Fryers by the Children os the Reuells.,,,quarto,No,,"TO THE READER: ""To the Reader and Hearer"" (unsigned, from the stationer) [A2r, mis-signed A3]",STC 22384,S117249,http://estc.bl.uk/S117249,1495,495,http://deep.sas.upenn.edu/495,255a,STC / 723:25,A12078,Huntington,http://catalog.huntington.org/record=b1503331,,,http://hamnet.folger.edu/cgi-bin/Pwebrecon.cgi?BBID=166880,166880,160-A12078,1607,Phase 1
AF,All Fools,All Fools,Comedies,George Chapman (Uncertain: No)|,George Chapman.,,,"[woodcut] AL FOOLES [letterpress] A Comody,",,,George Eld (Uncertain: No)|,Thomas Thorpe (Uncertain: No)|,,"AT LONDON, Printed for Thomas Thorpe. 1605.",,,,,,London,No,1605,No,1601,1601,Children of the Queen's Revels,,Boy Company,Blackfriars,"Presented at the Black Fryers, And lately before his Maiestie.",,,quarto,No,,"CHARACTER LIST: ""Actors"" [A2v]",STC 4963,S107687,http://estc.bl.uk/S107687,1189,407,http://deep.sas.upenn.edu/407,219a,STC / 1342:06,A18400,Huntington,http://catalog.huntington.org/record=b1499512,Boston Public Library G.3967.33 (not transcribed copy),,http://hamnet.folger.edu/cgi-bin/Pwebrecon.cgi?BBID=162374,162374,160-A18400,1605,Phase 1
BDA,Bussy D'Ambois,Bussy D'Ambois,History plays,George Chapman (Uncertain: No)|,,,,Bussy D'Ambois: A TRAGEDIE,,,Eliot's Court Press (Uncertain: No)|,William Aspley (Uncertain: No)|,,"LONDON, Printed for William Aspley. 1607.",,,,,,London,No,1607,Yes,1604,[1604–1605],Children of Paul's (second),,Boy Company,Paul's,As it hath been often presented at Paules.,,,quarto,No,,,STC 4966,S107951,http://estc.bl.uk/S107951,1428,472,http://deep.sas.upenn.edu/472,246a(*),STC / 919:09,A18403,Huntington,http://catalog.huntington.org/record=b1499692,Folger STC 4966 (not transcribed copy),,http://hamnet.folger.edu/cgi-bin/Pwebrecon.cgi?BBID=162565,162565,160-A18403,1607,Phase 1
EastHo,Eastward Ho,Eastward Ho,Comedies,George Chapman (Uncertain: No)| Ben Jonson (Uncertain: No)| John Marston (Uncertain: No)|,GEO: CHAPMAN. BEN: IONSON. IOH: MARSTON.,,,EASTVVARD HOE.,,,George Eld (Uncertain: No)|,William Aspley (Uncertain: No)|,,AT LONDON Printed for William Aspley. 1605.,,,,,,London,No,1605,No,1605,1605,Children of the Queen's Revels,Children of the Queen's Revels,Boy Company,Blackfriars,As It was playd in the Black-friers. By The Children of her Maiesties Reuels.,,,quarto,No,,,STC 4971,S107691,http://estc.bl.uk/S107691,1473,403,http://deep.sas.upenn.edu/403,217a(ii),STC / 1342:07,A18407,Huntington,http://catalog.huntington.org/record=b1499516,Folger STC 4971 (not transcribed copy)| Boston Public Library G.3962.2 no.1 (not transcribed copy),,http://hamnet.folger.edu/cgi-bin/Pwebrecon.cgi?BBID=162378,162378,160-A18407,1605,Phase 1
GU,Gentleman Usher (Vincentio and Margaret),The Gentleman Usher (Vincentio and Margaret),Comedies,George Chapman (Uncertain: No)|,GEORGE CHAPMAN.,,,THE GENTLEMAN VSHER.,,,Valentine Simmes (Uncertain: No)|,Thomas Thorpe (Uncertain: No)|,,AT LONDON Printed by V. S. for Thomas Thorppe. 1606.,,,,,,London,No,1606,Yes,1602,[c.1602–1603],Unknown,,Boy Company,,,,,quarto,No,,,STC 4978,S107952,http://estc.bl.uk/S107952,1377,419,http://deep.sas.upenn.edu/419,226a,STC / 1093:01,A18413,Huntington,http://catalog.huntington.org/record=b1499693,Boston Public Library G.3967.43 (not transcribed copy),,http://hamnet.folger.edu/cgi-bin/Pwebrecon.cgi?BBID=162566,162566,160-A18413,1606,Phase 1
MD,May Day,May Day,Comedies,George Chapman (Uncertain: No)|,GEORGE CHAPMAN.,,,"MAY-DAY. A vvitty Comedie,",,,William Stansby (Uncertain: No)|,John Browne 1 (Uncertain: No)|,,"LONDON. Printed for Iohn Browne, dwelling in Fleetstreete in Saint Dunstones Church-yard. 1611.",,,,,,London,No,1611,Yes,1602,[1601–1602],Children of the Chapel (second),,Boy Company,Blackfriars,diuers times acted at the Blacke Fryers.,,,quarto,No,,,STC 4980,S107953,http://estc.bl.uk/S107953,1439,573,http://deep.sas.upenn.edu/573,297a,STC / 1132:03,A18415,Huntington,http://catalog.huntington.org/record=b1499694,,,http://hamnet.folger.edu/cgi-bin/Pwebrecon.cgi?BBID=162567,162567,160-A18415,1611,Phase 1
CaePom,Caesar and Pompey (The Wars of Caesar and Pompey),Caesar and Pompey (The Wars of Caesar and Pompey),History plays,George Chapman (Uncertain: No)|,GEORGE CHAPMAN.,,,"CAESAR AND POMPEY: A Roman Tragedy, declaring their VVarres. Out of whose euents is euicted this Proposition. Only a iust man is a freeman.",,,Thomas Harper (Uncertain: No)|,,Godfrey Emerson (Uncertain: No)| Thomas Alchorn (Uncertain: No)|,"LONDON: Printed by THOMAS HARPER, and are to be sold by Godfrey Emondson, and Thomas Alchorne. M. DC. XXXI.",,,,,,London,No,[1631],Yes,1605,[1602–1605],Unknown,,Adult Company,,,,,quarto,No,,"DEDICATION: Epistle to: Lionel Cranfield, 1st Earl of Middlesex; from: George Chapman [A3r] ARGUMENT: ""The Argument"" [A4v]",STC 4993,S107722,http://estc.bl.uk/S107722,1457,769,http://deep.sas.upenn.edu/769,444a(i*),STC / 1198:11,A18425,Illinois Urbana-Champaign,http://vufind.carli.illinois.edu/vf-uiu/Record/uiu_3291851,,,http://hamnet.folger.edu/cgi-bin/Pwebrecon.cgi?BBID=162401,162401,160-A18425,1631,Phase 1
WT,"Widow's Tears, The",The Widow's Tears,Comedies,George Chapman (Uncertain: No)|,GEOR. CHAP.,,,THE VViddvves Teares A Comedie.,,,William Stansby (Uncertain: No)|,John Browne 1 (Uncertain: No)|,,"LONDON, Printed for Iohn Browne, and are to be sold at his shop in Fleet-street in Saint Dunstanes Church-yard. 1612.",,,,,,London,No,1612,Yes,1604,[1604–1605],Children of the Queen's Revels,,Boy Company,Blackfriars|Whitefriars,As it was often presented in the blacke and white Friers.,,,quarto,No,,"DEDICATION: Epistle to: John Reed (of Mitton); from: George Chapman [A2r] CHARACTER LIST: ""The Actors"" [A2v]",STC 4994,S107724,http://estc.bl.uk/S107724,1456,577,http://deep.sas.upenn.edu/577,301a,STC / 1198:12,A18426,Huntington,http://catalog.huntington.org/record=b1507583,Boston Public Library G.3967.46 (not transcribed copy),,http://hamnet.folger.edu/cgi-bin/Pwebrecon.cgi?BBID=162402,162402,160-A18426,1612,Phase 1
Hoff,"Hoffman, or a Revenge for a Father","Hoffman, or a Revenge for a Father",Tragedies,Henry Chettle (Uncertain: No)|,,,,"THE TRAGEDY OF HOFFMAN OR A Reuenge for a Father,",,,John Norton 2 (Uncertain: No)|,Hugh Perry (Uncertain: No)|,,"LONDON, Printed by I. N. for Hugh Perry, and are to bee sold at his shop, at the signe of the Harrow in Btittaines-burse. 1631.",,,,,,London,No,1631,No,1602,1602,Admiral's (Nottingham's) Men,,Adult Company,Phoenix,"As it hath bin diuers times acted with great applause, at the Phenix in Druery-lane.",,,quarto,No,,DEDICATION: Epistle to: Richard Kilvert (lawyer); from: Hugh Perry [A2r],STC 5125,S107798,http://estc.bl.uk/S107798,1384,761,http://deep.sas.upenn.edu/761,438a,STC / 1167:12,A18596,Huntington,http://catalog.huntington.org/record=b1499591,Boston Public Library G.3810.32 (not transcribed copy),,http://hamnet.folger.edu/cgi-bin/Pwebrecon.cgi?BBID=162460,162460,160-A18596,1631,Phase 1
CLP,Contention between Liberality and Prodigality,Contention between Liberality and Prodigality,Morality plays,Anonymous (Uncertain: No)|,,,,"A PLEASANT COMEDIE, Shewing the contention betweene Liberalitie and Prodigalitie",,,Simon Stafford (Uncertain: No)|,George Vincent 1 (Uncertain: No)|,,"LONDON Printed by Simon Stafford, for George Vincent: and are to be sold at the signe of the Hand in hand in Wood-street ouer against S. Michaels Church. 1602.",,,,,,London,No,1602,No,1601,1601,Children of the Chapel (second),,Boy Company,,As it was playd before her Maiestie.,,,quarto,No,,"CHARACTER LIST: ""The speakers"" [A3v]",STC 5593,S108520,http://estc.bl.uk/S108520,1276,334,http://deep.sas.upenn.edu/334,190a,STC / 1093:20,A19182,Harvard,http://id.lib.harvard.edu/aleph/005009605/catalog,,,,,160-A19182,1602,Phase 1
BBanq,"Bloody Banquet, The",The Bloody Banquet,Tragedies,Thomas Dekker (Uncertain: No)| Thomas Middleton (Uncertain: No)|,T. D.,,,THE BLOODIE BANQVET. A TRAGEDIE.,,,Thomas Cotes (Uncertain: No)|,,,LONDON Printed by Thomas Cotes. 1639.,,,,,,London,No,1639,Yes,1608,[1608–1609],Unknown,,Boy Company,,,,,quarto,No,,"CHARACTER LIST: ""Dramatis Personæ"" [A1v]",STC 6181,S109199,http://estc.bl.uk/S109199,1624,938,http://deep.sas.upenn.edu/938,567a,STC / 1170:06,A19755,Michigan,http://mirlyn.lib.umich.edu/Record/001358640,Boston Public Library G.3970.61 (not transcribed copy),,http://hamnet.folger.edu/cgi-bin/Pwebrecon.cgi?BBID=163249,163249,160-A19755,1639,Phase 1
Philotas,Philotas,Philotas,Tragedies,Samuel Daniel (Uncertain: No)|,,SAMVEL DANIEL.,SAM: DANIEL.,,CERTAINE SMALL POEMS LATELY PRINTED: with the Tragedie of Philotas.,THE TRAGEDIE OF PHILOTAS.,George Eld (Uncertain: No)|,Simon Waterson (Uncertain: No)| Edward Blount (Uncertain: No)|,,,AT LONDON Printed by G. Eld for Simon Waterson. 1605.,AT LONDON Printed by G. E. for Simon Waterson and Edward Blount. 1605.,,,,London,No,1605,No,1604,1604,Children of the Queen's Revels,,Boy Company,,,,,octavo,Yes,"Published as part of a collection, containing: Cleopatra; poems; Philotas.",,STC 6239,S109271,http://estc.bl.uk/S109271,1440,411,http://deep.sas.upenn.edu/411,223a,STC / 1134:11,A19812,British Library,http://primocat.bl.uk/F?func=direct&local_base=ITEMV&doc_number=000860475,,,http://hamnet.folger.edu/cgi-bin/Pwebrecon.cgi?BBID=163289,163289,160-A19812_03,1605,Phase 1
HOB,Humor Out of Breath,Humor Out of Breath,Comedies,John Day (Uncertain: No)|,IOHN DAY.,,,Humour out of breath. A Comedie,,,Richard Bradock (Uncertain: No)|,John Helme (Uncertain: No)|,,"Printed at London for Iohn Helmes, and are to be sold at his shop in Saint Dunstons Church-yard in Fleet-street. 1608.",,,,,,London,No,1608,Yes,1608,[1607–1608],Children of the King's Revels,Children of the King's Revels,Boy Company,,"Diuers times latelie acted, By the Children Of The Kings Reuells.",,,quarto,No,,"DEDICATION: Epistle to: ""Signior No-body""; from: John Day [A2r]",STC 6411,S109423,http://estc.bl.uk/S109423,1559,522,http://deep.sas.upenn.edu/522,268a,STC / 880:12,A19975,British Library,http://primocat.bl.uk/F?func=direct&local_base=ITEMV&doc_number=000884431,,,http://hamnet.folger.edu/cgi-bin/Pwebrecon.cgi?BBID=163363,163363,160-A19975,1608,Phase 1
LawTri,Law Tricks,Law Tricks,Comedies,John Day (Uncertain: No)|,Iohn Day.,,,"LAVV-TRICKES OR, VVHO VVOVL'D HAVE THOVGHT IT.",,,Edward Allde (Uncertain: No)|,Richard Moore (Uncertain: No)|,,"LONDON Printed for Richard More, and are to be solde at his Shop in S. Dunstanes Church-yard in Fleete-streete. 1608.",,,,,,London,No,1608,Yes,1604,[1604–1607],Children of the Queen's Revels,Children of the Queen's Revels,Boy Company,,As it hath bene diuers times Acted by the Children of the Reuels.,,,quarto,No,,"TO THE READER: ""The Booke to the Reader"" [A2r] CHARACTER LIST: ""The Names of the Actors"" [A2v]",STC 6416,S105215,http://estc.bl.uk/S105215,1436,521,http://deep.sas.upenn.edu/521,267a,STC / 724:09,A19977,Huntington,http://catalog.huntington.org/record=b1507742,,,http://hamnet.folger.edu/cgi-bin/Pwebrecon.cgi?BBID=160797,160797,160-A19977,1608,Phase 1
TTEB,"Travels of the Three English Brothers, the",The Travels of the Three English Brothers,History plays,John Day (Uncertain: No)| George Wilkins (Uncertain: No)| William Rowley (Uncertain: No)|,,,,THE TRAVAILES Of The three ENGLISH Brothers. Sir THOMAS Sir ANTHONY Mr. ROBERT SHIRLEY.,,,George Eld (Uncertain: No)|,John Wright 1 (Uncertain: No)|,,"Ptinted at London for Iohn Wright, and are to bee sold at his shoppe neere Chirst-Church gate. 1607.",,,,,,London,No,1607,No,1607,1607,Queen Anne's Men,Queen Anne's Men,Adult Company,,As it is now play'd by her MAIESTIES Seruants.,,,quarto,No,,,STC 6417,S109426,http://estc.bl.uk/S109426,1534,482,http://deep.sas.upenn.edu/482,248a(i),STC / 723:03,A19978,Huntington,http://catalog.huntington.org/record=b1500583,Boston Public Library G.3970.25 (not transcribed copy),,http://hamnet.folger.edu/cgi-bin/Pwebrecon.cgi?BBID=163366,163366,160-A19978,1607,Phase 1
